URL,Price,BOX_TYPE,CASE_DIAMETER,CASE_MATERIAL,CASE_SHAPE,BAND_MATERIAL,BAND_TYPE,BAND_COLOR,CLASP,DIAL_COLOR,TYPE,CRYSTAL,HANDS,LUMINISCENCE,BEZEL,BRAND,COLLECTION_NAME,GENDER,MODEL,WATCH_LABEL,MOVEMENT,FUNCTIONS,WATCH_FEATURES,WATCH_STYLE,WARRANTY,JOMASHOP_SKU,ITEM_VARIATION,DEPARTMENT,CATEGORY,DIAL_MARKERS,SECOND_MARKERS,BEZEL_COLOR,BEZEL_MATERIAL,ENGINE,WATER_RESISTANCE,CASE_BACK,CROWN,POWER_RESERVE,CALENDAR,ADDITIONAL_INFO,COLOR,BOX,PAPERS,CASE_THICKNESS,BAND_WIDTH,SUB_DIALS,UPC_CODE,CLOSURE_TYPE,PREOWNED_ITEM_CONDITION,YEAR,COMMENTS,BAND_LENGTH,CASE_COLOR,SIZE_INFO,BRAND_TYPE,CONDITION_DESCRIPTION,MATERIAL
https://www.jomashop.com/hublot-watch-771-ox-1189-hr-lam12.html,"$38,580.00",Original Box,48 mm,18Kt Rose Gold,Round,Leather,Strap,Blue,Deployment,Skeleton,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Hands,Fixed Rose Gold and Resin,Hublot,King Power,Mens,771.OX.1189.HR.LAM12,Swiss Made,Automatic,"Hour, Minute, GMT","Analog, GMT, Gold, Leather",Luxury,2 Year Jomashop Warranty,HB771OX1189HRLAM12,"771 OX 1189 HR LAM12, 771-OX-1189-HR-LAM12, 771OX1189HRLAM12",Watches,Watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jomashop.com/frederique-constant-watch-fc-200mpw2v3b.html,"$1,190.00",Original Box,25 mm,Stainless Steel,Oval,Stainless Steel,Bracelet,Two-tone,Fold Over,White Mother of Pearl,Analog,Scratch Resistant Sapphire,Black,,Fixed,Frederique Constant,Art Deco Oval,Womens,FC-200MPW2V3B,Swiss Made,Quartz,"Hour, Minute","Analog, Gold, Stainless Steel",Luxury,2 Year Jomashop Warranty,FC-200MPW2V3B,"FC 200MPW2V3B, FC.200MPW2V3B, FC200MPW2V3B",Watches,Watches,Roman Numeral,Minute Markers around the inner ring,Gold-tone,Stainless Steel,Frederique Constant Calibre FC-200,30 meters / 100 feet,,,,,,,,,,,,,,,,,,,,,,
https://www.jomashop.com/hublot-watch-565-ox-1180-lr-1104.html,"$19,540.00",Original Box,38 mm,18kt Rose Gold,Round,Leather,Strap,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Gold-tone,Hands and Markers,Fixed,Hublot,Classic Fusion,Mens,565.OX.1180.LR.1104,Swiss Made,Automatic,"Date, Hour, Minute, Second","Analog, Gold, Leather, Diamond",Luxury,2 Year Jomashop Warranty,HB565OX1180LR1104,"565 OX 1180 LR 1104, 565-OX-1180-LR-1104, 565/OX/1180/LR/1104, 565OX1180LR1104",Watches,Watches,Index,Diamonds,18kt Rose Gold,Diamond Set,Hublot Calibre HUB1110,50 meters / 165 feet,Skeleton Transparent Exhibition See Through,Screw Down,42 hours,Date display at the 3 o'clock position,126 brilliant cut 0.78 ctw,,,,,,,,,,,,,,,,,
https://www.jomashop.com/hublot-watch-301qx1710gr.html,"$17,770.00",Original Box,44 mm,Carbon Fiber,Round,Alligator Gummy,Strap,Black,Black Ion Plated Steel,Black Carbon Fiber,Analog,Scratch Resistant Sapphire,Gunmetal,Hands and Markers,Fixed,Hublot,Big Bang,Mens,301.QX.1710.GR,Swiss Made,Automatic,"Chronograph, Hour, Minute, Second","Alligator Leather, Analog, Chronograph",Luxury,2 Year Jomashop Warranty,HB301QX1710GR,"301 QX 1710 GR, 301-QX-1710-GR, 301/QX/1710/GR, 301QX1710GR",Watches,Watches,Index,Minute Markers around the outer rim,Black,Carbon Fiber,,100 meters / 330 feet,,Screw Down,,,,Black,,,,,,,,,,,,,,,,
https://www.jomashop.com/heritor-watch-hr3506.html,"$121.84
after coupon",Original Box,44 mm,Stainless Steel,Round,(Croco-Embossed) Leather,Strap,Black,Tang,Vitreous Enamel (Open Heart),Analog,Scratch Resistant Mineral,Rose Gold-tone,Hands,Fixed,Heritor,Aura,Mens,HR3506,,Automatic,"Date, Day, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel",Casual,With Manufacturers Guarantee,HRT-HR3506,HRT-HR3506,Watches,Watches,,Minute Markers around the outer rim,Rose Gold-tone,Stainless Steel,,50 meters / 165 feet,Transparent,,,Date display at the 3 o'clock position,,,No,No,17 mm,22 mm,Two - Date and Day of the Week,847864148420.0,,,,,,,,,,
https://www.jomashop.com/gevril-excelsior-black-dial-mens-watch-48200.html,"$1,139.00",Original Box,42 mm,Stainless Steel,Round,Leather,Strap,Black,Buckle,Black,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Hands,Fixed,Gevril,Excelsior,Mens,48200,Swiss Made,Automatic,"Date, Day, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel",Luxury,With Manufacturers Guarantee,Y-A3CQK,,Watches,Watches,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,SW240,50 meters / 165 feet,Transparent,Pull / Push,,Date display at the 3 o'clock position,day indicator at 12 o'clock,,,,11.5 mm,21 mm,,840840142665.0,,,,,,,,,,
https://www.jomashop.com/carl-f-bucherer-manero-flyback-chronograph-automatic-black-dial-mens-watch-00-10919-03-33-02.html,"$10,250.00",Original Box,43 mm,18k Rose Gold,Round,Leather,Strap,Dark Grey,18k Rose Gold pin buckle,Black,Analog,Scratch Resistant Sapphire,Rose Gold-tone,,Fixed,Carl F. Bucherer,Manero Flyback,Mens,00.10919.03.33.02,Swiss Made,Automatic,"Chronograph, Date, Hour, Minute, Second","Analog, Flyback, Gold, Leather, Chronograph",Luxury,2 Year Jomashop Warranty,CFB0010919033302,,Watches,Watches,Index,Tachymeter Scale around the inner rim,,18k Rose Gold,Carl F. Bucherer Calibre CFB 1970,30 meters / 100 feet,Transparent See Through,,42 hours,Date display at the 6 o'clock position,,,,,,,"30 Minutes, 60 Seconds",,,,,,,,,,,
https://www.jomashop.com/omega-watch-220-10-38-20-02-002.html,"$4,795.00",Original Box,38 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over with Push Button Release,Opaline Silvery,Analog,Scratch Resistant Sapphire,Luminous 18kt Sedna Gold,Hands and Markers,Fixed Smooth,Omega,Seamaster Aqua Terra,Mens,220.10.38.20.02.002,Swiss Made,Automatic,"Date, Hour, Minute, Second, Co-Axial Escapement, Chronometer","Analog, Chronometer, Gold, Stainless Steel",Dress,4 Year Jomashop Warranty,OM22010382002002,,Watches,Watches,Index,,Silver-tone,Stainless Steel,Omega Calibre 8800,150 meters / 500 feet,Transparent,Screw Down,55 hours,Date display above the 6 o'clock position,,,,,13.2 mm,19 mm,,7612586287510.0,,,,,,,,,,
https://www.jomashop.com/breitling-premier-chronograph-automatic-brown-dial-unisex-watch-rb2510371g1p1.html,"$18,500.00",Original Box,42 mm,18kt Rose Gold,Round,Alligator,Strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transparent See Through,,,,,,,,,,,,RB2510371G1P1,,,,,,,,,
https://www.jomashop.com/carl-f-bucherer-watch-10915081301.html,"$2,750.00",Original Box,42 mm,Stainless Steel,Round,(Alligator) Leather,Strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transparent Sapphire,,,,,,,,11.98 mm,,,,,,,,,,,,,
https://www.jomashop.com/tissot-everytime-quartz-white-dial-mens-watch-t1434101101100.html,$275.00,Original Box,40 mm,Stainless Steel 316L,Round,Stainless Steel Mesh,Bracelet,Silver-tone,Jewellery clasp with safety,White,Analog,Scratch Resistant Sapphire,Silver-tone,,Fixed,Tissot,Everytime,Mens,T1434101101100,Swiss Made,Quartz,"Hour, Minute, Second","Analog, Stainless Steel",Casual,2 Year Jomashop Warranty,TIST1434101101100,,Watches,Watches,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,50 meters / 165 feet,Solid,Pull / Push,,,,,,,7.1 mm,20 mm,,7611608304396.0,,,,,,,,,,
https://www.jomashop.com/preowned-3-tudor-black-bay-black-dial-mens-watch-79230b.html,"$3,011.00",,,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,Uni-directional Rotating,Tudor,Black Bay,Mens,79230B,Swiss Made,Automatic,"Hour, Minute, Second, Chronometer","Stainless Steel, Analog, Chronometer",Luxury,1 Year Jomashop Warranty,PRE-P-TUD100242,,Watches,,Index,Minute Markers around the outer rim,,Stainless Steel with a Blue Aluminium Top Ring,Tudor Calibre MT5602,200 meters / 660 feet,Solid,Screw Down,70 hours,,,,No,Yes,,,,,,Very Good,2018.0,"This Tudor Black Bay, reference number 79230B, has a manufacturer year of 2018. Box not included, Papers Included . This watch has a 41mm Steel Case with Steel bezel, Black No numerals dial and Steel bracelet with Fold clasp. The Automatic movement has Time Only function. The wrist measures 7.25 inches or 18.415 centimeters. The condition is Very Good The watch listed is in stock and the pictures shown are of the actual watch for sale. All of our watches have been thoroughly checked by our own",,,,,,
https://www.jomashop.com/rgmt-ohio-green-dial-mens-watch-rg-8034-0k.html,$845.00,Original Box,45 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over,Green,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,Uni-directional Rotating,Rgmt,Ohio,Mens,RG-8034-0K,,Automatic,"Date, Hour, Minute, Second","Analog, GMT, Stainless Steel",Dive,With Manufacturers Guarantee,Y-A4WYD,,Watches,,Index,Minute Markers around the outer rim,Black,Stainless Steel,Seiko - NH35,3000 meters / 10000 feet,Solid,Screw Down,,Date display at the 3 o'clock position,,,,,13 mm,24 mm,,194595069884.0,,,,,8 inches,,,,,
https://www.jomashop.com/hublot-watch-581-nx-1170-rx-1104.html,"$7,700.00",Original Box,33 mm,Titanium,Round,Rubber,Strap,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,
https://www.jomashop.com/preowned-1-breitling-chronomat-chronograph-automatic-grey-dial-mens-watch-b13350.html,"$2,500.00",,,Stainless Steel,Round,Leather,Strap,,Buckle,Grey,Analog,,Yellow Gold-tone,Hands and Markers,,Breitling,Chronomat,Mens,B13350,Swiss Made,Automatic,"Chronograph, Date, Hour, Minute, Second, Chronometer","Analog, Chronometer, Gold, Leather, Stainless Steel, Chronograph",Luxury,1 Year Jomashop Warranty,PRE-P-BT99726,,Watches,,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,Breitling Calibre 13,,,,42 hours,Date display at the 3 o'clock position,,,No,No,,,"Three - 60 Second, 30 Minute and 12 Hour",,,Very Good,Circa 2004,"This Breitling Chronomat, reference number B13350, has a manufacturer year of Circa 2004. Box not included, Papers not included . This watch has a 40mm Steel & Yellow Gold Case with Steel bezel, Grey Index numerals dial and Leather bracelet with Buckle. The Automatic movement has Chronograph function. The wrist measures 8 inches or 20.32 centimeters. The condition is Very Good The watch listed is in stock and the pictures shown are of the actual watch for sale. All of our watches have been thor",,,,,,
https://www.jomashop.com/preowned-1-longines-hydroconquest-white-dial-mens-watch-l3-647-4-16-6.html,$688.00,,,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,White,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,Uni-directional Rotating,Longines,Hydroconquest,Mens,L3.647.4.16.6,Swiss Made,Quartz,"Date, Hour, Minute, Second, Battery EOL Indicator","Stainless Steel, Analog",Casual,1 Year Jomashop Warranty,PRE-P-LNG100083,"L3 647 4 16 6, L3-647-4-16-6, L3/647/4/16/6, L36474166",Watches,,Index-Arabic,Minute Markers around the outer rim,Silver-tone,Stainless Steel,Longines Calibre L263,300 Meters - 1000 Feet,Solid,,,Date display at the 3 o'clock position,,,Yes,Yes,,,,,,Unworn / Like New,,"This new store display model watch comes in a Longines box with a manual and a blank warranty card, as shown in the photos. Due to being a store display, this watch might have some extremely tiny scratches. It fits wrists up to 8 inches. Authenticity is 100% guaranteed.",,,,,,
https://www.jomashop.com/jaeger-lecoultre-watch-q16634e2.html,"$130,640.00",Original Box,43 mm,18kt White Gold,Round,Alligator Leather,Strap,Black,Deployment with Push Button Release,Enamel crane,Analog,Scratch Resistant Sapphire,Silver-tone,,Fixed 18 kt White Gold,Jaeger LeCoultre,Master Grand Tourbillon,Mens,Q16634E2,Swiss Made,Automatic,"Hour, Minute, Second, Tourbillon","Alligator Leather, Analog, Gold, Leather, Tourbillon",Luxury,2 Year Jomashop Warranty,JLC-Q16634E2,"Q16634E2, 1663400, 166.34.E2, Q166.34.E2",Watches,Watches,,,,,,50 meters / 165 feet,Skeleton,,,,,Black / Gold / Skeleton / White,,,,,,,,,,,,,,,,
https://www.jomashop.com/victorinox-dive-pro-quartz-black-dial-mens-watch-241992.html,$650.00,Original Box,43 mm,Titanium,Round,Rubber,Strap,Yellow,Buckle,Black,Analog,,Black,Hands and Markers,Uni-directional Rotating,Victorinox,Dive Pro,Mens,241992,Swiss Made,Quartz,"Date, Hour, Minute, Second","Analog, Rubber, Titanium",Dive,3 Year Jomashop Warranty,VICT241992,,Watches,,Index,Minute Markers around the outer rim,Grey,Titanium,,300 meters / 1000 feet,,Screw Down,,Date display at the 3 o'clock position,,,,,,,,,,,,,,,,,,
https://www.jomashop.com/preowned-40-rolex-submariner-green-dial-mens-watch-116610lv.html,"$20,114.00",,,Stainless Steel,Round,Stainless Steel Oyster,Bracelet,Silver-tone,Fold Over with Safety Release,Green,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,Uni-directional Rotating,Rolex,Submariner,Mens,116610LV,Swiss Made,Automatic,"Date, Hour, Minute, Second, Chronometer","Analog, Chronometer, Stainless Steel",Dive,1 Year Jomashop Warranty,PRE-P-RLX99633,,Watches,,Index,Minute Markers around the outer rim,Green Cerachrom Top Ring,Stainless Steel,Rolex Calibre 3135,300 meters / 1000 feet,Solid,Screw Down,48 hours,Date display at the 3 o'clock position,,,No,Yes,,,,,,Very Good,2012,"This Rolex Submariner, reference number 116610LV, has a manufacturer year of 2012. Box not included, Papers Included . This watch has a 40mm Steel Case with Steel bezel, Green Index numerals dial and Steel bracelet with Fold clasp. The Automatic movement has Date function. The wrist measures 8.75 inches or 22.225 centimeters. The condition is Very Good The watch listed is in stock and the pictures shown are of the actual watch for sale. All of our watches have been thoroughly checked by our own",,,,,,
https://www.jomashop.com/victorinox-fieldforce-sport-watch-241892.html,$379.99,Original Box,42 mm,Stainless Steel,Round,Rubber,Strap,Black,Tang,Black,Analog,Scratch Resistant Sapphire,Luminous Black,Hands and Markers,Fixed,Victorinox,FieldForce Sport,Mens,241892,Swiss Made,Quartz,"Chronograph, Tachymeter, Date, Hour, Minute, Second","Analog, Rubber, Stainless Steel, Chronograph",Military,2 Year Jomashop Warranty,VICT241892,,Watches,Watches,Arabic Numeral,Minute Markers around the outer rim,Silver-tone,Stainless Steel with a Black Ring showing Tachymeter Markings,,100 meters / 330 feet,Solid,,,Date display at the 6 o'clock position,,,,,11 mm,21 mm,"Three - 60 second, 30 Minute and 12 Hour",7611160089175.0,,,,,,,,,,
https://www.jomashop.com/preowned-1-cartier-pasha-c-silver-tone-dial-mens-watch-w31048m7-2412.html,"$2,614.00",,,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Hands and Markers,Fixed,Cartier,Pasha,Mens,W31048M7,Swiss Made,Automatic,"Chronograph, Date, Hour, Minute, Second","Chronograph, Stainless Steel, Analog",Luxury,1 Year Jomashop Warranty,PRE-P-CRT99621,"2412, W31048M7, Cartier-W31048M7",Watches,,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,100 meters / 330 feet,,Screw Down,,Date display between 4 and 5 o'clock position,,,No,No,,,"Three - 60 Second, 30 Minute and 12 Hour",,,Very Good,Circa 2008,"This Cartier Pasha C, reference number W31048M7 2412, has a manufacturer year of Circa 2008. Box not included, Papers not included . This watch has a 36mm Steel Case with Steel bezel, Silver Index numerals dial and Steel bracelet with Double-fold clasp. The Automatic movement has Chronograph function. The wrist measures 8 inches or 20.32 centimeters. The condition is Very Good The watch listed is in stock and the pictures shown are of the actual watch for sale. All of our watches have been thor",,,,,,
https://www.jomashop.com/preowned-1-maurice-lacroix-masterpiece-silver-tone-dial-mens-watch-mp7048.html,"$3,068.00",,43 mm,Stainless Steel,Round,Leather,Strap,Black,Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Sapphire,Blue,,Fixed,Maurice Lacroix,Masterpiece,Mens,MP7048,Swiss Made,Hand Wind,"Hour, Minute","Analog, Leather, Stainless Steel",Luxury,1 Year Jomashop Warranty,PRE-P-88269,,Watches,,,,Silver-tone,Stainless Steel,,,Transparent See Through,,,,,,No,Yes,,,,,,Excellent,,,,,,,,
https://www.jomashop.com/gv2-by-gevril-maestro-blue-dial-mens-watch-43601.html,$589.00,Original Box,42 mm,Stainless Steel,Round,Leather,Strap,Blue,Buckle,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,,Fixed,Gv2 By Gevril,Maestro,Mens,43601,Swiss Made,Quartz,"Full Calendar, Moon Phase, Month, Date, Day, Hour, Minute, Second","Analog, Month, Leather, Stainless Steel, Moon Phase",Luxury,With Manufacturers Guarantee,Y-A4XEN,,Watches,,Roman Numeral,Minute Markers around the outer rim,Silver-tone,Stainless Steel,Ronda Caliber 706.3,50 meters / 165 feet,Transparent,Pull / Push,,Day / Date,,,,,8.5 mm,18 mm,"Four - Date, Day. Month and Moonphase",840840147400.0,,,,,,,,,,
https://www.jomashop.com/preowned-8-omega-seamaster-blue-dial-mens-watch-2562-8.html,"$2,600.00",,,,,,,,,,,,,,,Omega,Seamaster,Mens,2562.8,Swiss Made,Quartz,,,,,,,,,,,,,Omega Calibre 1538,,,,,,,,No,,,,,,,,,,,,,,,
https://www.jomashop.com/seiko-seiko-5-black-dial-unisex-watch-srpd79.html,$317.00,Original Box,42 mm,Stainless Steel,Round,Nylon,Strap,Black,Buckle,Black,Analog,,Black,Hands and Markers,Uni-directional Rotating,Seiko,Seiko 5,Unisex,SRPD79,Japan Movt,Automatic,"Date, Day, Hour, Minute, Second","Analog, Stainless Steel",Dive,3 Year Jomashop Warranty,SE-SRPD79,,Watches,Watches,Index,Minute Markers around the outer rim,Black,,Seiko Caliber 4R36,100 meters / 330 feet,Transparent,,41 hours,Day of the Week and Date display at the 3 o'clock position,,,,,,,,29665199430.0,,,,,,,,,,
https://www.jomashop.com/rolex-gmt-master-ii-pepsi-automatic-black-dial-mens-watch-126710bkso.html,"$23,860.00",Original Box,40 mm,Stainless Steel,Round,Stainless Steel Rolex Oyster,Bracelet,Silver-tone,Folding Oysterlock,Black,Analog,Scratch Resistant Sapphire,Luminous Silver-tone,Hands and Markers,Bi-directional Rotating,Rolex,GMT-Master II,Mens,126710BKSO,Swiss Made,Automatic,"Date, Hour, Minute, Second, 24 Hours, GMT","Analog, GMT, Stainless Steel",Luxury,2 Year Jomashop Warranty,RLX126710BKSO,"126710blro-0001, m126710blro-0001, m126710BLRO-0002",Watches,Watches,Dot,Minute Markers around the outer rim,Silver-tone,Stainless Steel with an inlaid Red and Blue Cerachrom Ring,Rolex Calibre 3285,100 meters / 330 feet,Solid,Screw Down,70 hours,Date display at the 3 o'clock position,,,,,,,,,,,,,,,,,,
https://www.jomashop.com/preowned-1-tag-heuer-aquaracer-diamond-blue-dial-ladies-watch-wbp231b-ba0618.html,"$2,273.00",,36 mm,Stainless Steel,Dodecagon,Stainless Steel,Bracelet,Silver-tone,Fold Over with Push Button Release,Blue,Analog,Scratch Resistant Sapphire,Luminous Silver-tone,Hands and Markers,Uni-directional Rotating,Tag Heuer,Aquaracer,Womens,WBP231B.BA0618,Swiss Made,Automatic,"Date, Hour, Minute, Second","Analog, Ceramic, Stainless Steel, Diamond",Luxury,1 Year Jomashop Warranty,PRE-P-TH96480,,Watches,,Diamond,"Index Markers appear atthe 4, 9 and 12 o'clock positions. Minute Markers around the outer rim",,Stainless Steel with an inlaid Blue Ceramic Ring,Tag Heuer Calibre 5,300 meters / 1000 feet,Solid,Screw Down,38 hours,Date display at the 6 o'clock position,"Includes Box, Papers, Instructions",,Yes,Yes,12.10 mm,18 mm,,,,Excellent,,"Tag Heuer introduced its collection of diver’s watches in the late ‘70s. The Aquaracer came into production in 2004 under the name ‘Professional’, which was altered to ‘Aquaracer’ the following year. Renowned for its reliability and durability, it makes an excellent choice as an entry level watch. Retail price 3800 USD. In excellent condition and recently serviced. All components are factory original. Photos of actual watch. Tag Heuer Calibre 5, 25 Jewels. Comes with the original box, papers,",8.00 inches,,,,,
https://www.jomashop.com/bulova-marine-star-watch-96b272.html,$315.00,Original Box,45 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold-Over,Black,Analog,Scratch Resistant Mineral,Luminous Silver-tone,Hands and Markers,Uni-directional Rotating,Bulova,Marine Star,Mens,96B272,,Quartz,"Chronograph, Date, Hour, Minute, Second","Analog, Stainless Steel, Chronograph",Sport,2 Year Jomashop Warranty,BUL96B272,,Watches,Watches,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel with a Black Ring,,200 meters / 660 feet,Solid,Screw Down,,Date display at the 6 o'clock position,"in general, suitable for professional marine activity and serious surface water sports, but not diving",,,,14.3 mm,21.7 mm,"Three - 60 Second, 60 Minute and 1/10th of a Second",42429550902.0,,,,,,,,,,
https://www.jomashop.com/preowned-27-rolex-air-king-black-dial-mens-watch-116900.html,"$8,295.00",,40 mm,Stainless Steel,Round,Stainless Steel Oyster,Bracelet,Silver-tone,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,Fixed,Rolex,Air King,Mens,116900 BKAO,Swiss Made,Automatic,"Hour, Minute, Second, Chronometer, Magnetic Resistant","Stainless Steel, Analog, Chronometer",Luxury,1 Year Jomashop Warranty,PRE-P-RLX98811,,Watches,,Arabic Numeral,Minute Markers around the outer rim,Silver-tone,Stainless Steel,Rolex Calibre 3131,100 meters / 330 feet,Solid,Screw Down,48 hours,,,,No,Yes,,,,,,Very Good,2021,"This Rolex Air King, reference number 116900, has a manufacturer year of 2021. Box not included, Papers Included . This watch has a 40mm Steel Case with Steel bezel, Black Arabic numerals dial and Steel bracelet with Fold clasp. The Automatic movement has Time Only function. The wrist measures 7.75 inches or 19.685 centimeters. The condition is Very Good The watch listed is in stock and the pictures shown are of the actual watch for sale. All of our watches have been thoroughly checked by our o",,,,,,
https://www.jomashop.com/rolex-watch-126334bldj.html,"$19,150.00",Original Box,41 mm,Stainless Steel,Round,Stainless Steel Rolex Jubilee,Bracelet,Silver-tone,Oyster,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,,Fixed Fluted,Rolex,Datejust,Mens,126334BLDJ,Swiss Made,Automatic,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Diamond",Luxury,2 Year Jomashop Warranty,RLX126334BLDJ,m126334-0016,Watches,Watches,Diamond / Roman NUmeral,Minute Markers around the outer rim,,18kt White Gold,Rolex Calibre 3235,100 meters / 330 feet,Solid,Screw Down,70 hours,Date display at the 3 o'clock position,,,,,,,,842047117088.0,,,,,,Silver-Tone,,,,
https://www.jomashop.com/heritor-watch-hr5201.html,"$115.57
after coupon",Original Box,44 mm,Stainless Steel,Round,(Croco-embossed) Leather,Strap,Black,Tang,White (Open Heart),Analog,Sapphire-Coated Minetal,Luminous Grey,Hands,Fixed,Heritor,Winston,Mens,HR5201,,Automatic,"Date, Day, Hour, Minute, Second","Analog, Leather, Stainless Steel",Casual,With Manufacturers Guarantee,HRT-HR5201,,Watches,Watches,Roman Numeral,Minute Markers around the outer rim,Silver-tone,Stainless Steel,,100 meters / 330 feet,Transparent,Pull / Push,36 hours,,,,No,No,15 mm,22 mm,"Three - Date, Day of the Week and 24 Hour",847864149472.0,,,,,,,,,,
https://www.jomashop.com/preowned-1-rolex-datejust-blue-dial-mens-watch-68274.html,"$7,159.00",,,,,,,,,,,,,,,Rolex,Datejust,Mens,68274 BLDJ,Swiss Made,Automatic,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Very Good,,,,,,,,
https://www.jomashop.com/victorinox-alliance-watch-241801.html,$225.00,Original Box,40 mm,Stainless Steel,Round,Stainless Steel,Bracelet,Silver-tone,Fold Over,Black,Analog,Scratch Resistant Sapphire,Luminous Silver-tone,Hands and Markers,Fixed,Victorinox,Alliance,Mens,241801,Swiss Made,Quartz,"Date, Hour, Minute, Second, Battery EOL Indicator","Analog, Stainless Steel",Military,2 Year Jomashop Warranty,VICT241801,,Watches,Watches,Index,Minute Markers around the outer rim,Silver-tone,Stainless Steel,Ronda Caliber 715,100 meters / 330 feet,Solid,Pull / Push,,Date display at the 3 o'clock position,,,,,9.6 mm,20 mm,,7630000731432.0,,,,,,,,,,
https://www.jomashop.com/rolex-explorer-automatic-chronometer-black-dial-mens-watch-124273bkaso.html,"$10,950.00",Original Box,36 mm,Stainless Steel,Round,Stainless Steel with Yellow Gold Oyster Links,Bracelet,Silver-tone,Oysterlock,Black,Analog,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Hands and Markers,Fixed,Rolex,Explorer,Mens,M124273-0001,Swiss Made,Automatic,"Hour, Minute, Second, Chronometer","Analog, Chronometer, Gold, Stainless Steel",Luxury,2 Year Jomashop Warranty,RLX124273BKASO,"124273-0001, 124273BKASO",Watches,Watches,Index,"Arabic Numerals appear at the 3, 6 and 9 o'clock positions. Minute Markers around the outer rim",Yellow Gold-tone,18kt Yellow Gold,Rolex Calibre 3230,100 meters / 330 feet,Solid,Screw Down,70 hours,,,,,,,,,,,,,,,,,,,
https://www.jomashop.com/blackout-p-one-automatic-black-dial-mens-watch-watponbla001.html,$800.00,Original Box,,Stainless Steel,Tonneau,Rubber,Strap,Black,Buckle,Black,Analog,Scratch Resistant Sapphire,Black,Hands and Markers,Fixed,Blackout,P-One,Mens,WATPONBLA001,Japan Movt,Automatic,"Hour, Minute, Second","Analog, Rubber, Stainless Steel",Sport,With Manufacturers Guarantee,Y-A57N5,,Watches,,Arabic Numeral & Index,Minute Markers around the outer rim,Black,Stainless Steel,Miyota Caliber 82S0,50 meters / 165 feet,Transparent,Pull / Push,40 hours,,,,,,,17 mm,,,,,,,,,,,,
https://www.jomashop.com/rolex-daytona-black-dial-unisex-watch-126509bkso.html,"$49,950.00",Original Box,40 mm,18kt White Gold,Round,18kt White Gold Oyster,Bracelet,Silver-tone,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Hands and Markers,Fixed Tachymeter Scale,Rolex,Daytona,Mens,126509-0001,Swiss Made,Automatic,"Chronograph, Hour, Minute, Second","Analog, Gold, Chronograph",Luxury,2 Year Jomashop Warranty,RLX126509BKSO,,Watches,Watches,Index,Minute Markers around the outer rim,,18kt White Gold,Rolex Calibre 4131,100 meters / 330 feet,Solid,Screw Down,72 hours,,"Original Box, Manual (Complete Accessories)",,,,,,"Three - 60 Second, 30 Minute and 12 Hour",,,,,,,,,,,
